1-2863 ㄔㄨㄛˋ
D-2B2B ㄇㄧㄝˋ
D-2B2C ㄇㄧㄥˊ
D-2B2D ㄗ
D-2B2E ㄅㄛˊ
D-2B2F ㄍㄨˋ
D-2B30 ㄐㄧ
D-2B32 ㄌㄧㄥˊ
D-2B33 ㄏㄢˊ
D-2B34 ㄇㄧㄥˊ
D-2B36 ㄏㄨㄣˋ
D-2B3B ?
D-2B3E ㄗ
D-2B42 ㄐㄩㄣˋ
D-2B43 ㄗ
D-2B45 ㄐㄧㄝˋ
D-2B46 ?
D-2B47 ㄏㄢˊ
D-2B49 ㄒㄧ
D-2B4B ㄧㄝ
D-2B4D ㄆㄛ
D-2B4E ?
D-2B50 ㄎㄢˋ
D-2B52 ㄔㄨㄣˊ
D-2B53 ㄙㄨˋ
D-2B53 ㄕㄨㄛˋ
D-2B54 ㄕㄥˊ
D-2B54 ㄇㄧㄣˇ
D-2B56 ㄊㄧㄢˊ
D-2B58 ㄍㄨㄣˇ
D-2B5A ㄓㄜˊ
D-2B5B ㄅㄛˊ
D-2B5C ㄆㄧㄥˊ
D-2B60 ㄐㄩ
D-2B61 ㄒㄧㄥˊ
D-2B62 ㄔㄨˊ
D-2B62 ㄊㄨˊ
D-2B65 ㄨㄣ
D-2B66 ㄉㄧㄢ
D-2B69 ㄧㄣˋ
D-2B6A ㄅㄧˋ
D-2B6D ㄨㄚ
D-2B6E ㄩㄢˊ
D-2B6F ㄇㄟˇ
D-2B70 ㄈㄨˋ
D-2B72 ㄖㄨㄢˊ
D-2B73 ㄧㄡˇ
D-2B74 ㄨㄚ
D-2B74 ㄆㄞˋ
D-2B74 ㄍㄨㄣˇ
D-2B75 ㄋㄨˋ
D-2B76 ㄗ
D-2B77 ㄎㄜˋ
D-2B77 ㄌㄨㄛˋ
D-2B7A ㄐㄧˊ
D-2B7A ㄋㄞˋ
D-2B7C ㄙㄨˋ
D-2B7C ㄕㄨㄛˋ
D-2B7D ㄧㄢˋ
D-2B7E ㄧˊ
D-2C21 ㄍㄤˇ
D-2C21 ㄇㄤˇ
D-2C22 ㄘㄞˇ
D-2C24 ㄓㄠˋ
D-2C24 ㄒㄩㄥˋ
D-2C25 ㄇㄥˇ
D-2C26 ㄆㄥ
D-2C27 ㄇㄧㄢˊ
D-2C28 ㄐㄧㄣ
D-2C29 ㄅㄧㄥˋ
D-2C2A ㄓㄠ
D-2C2C ㄑㄧㄥ
D-2C2D ㄑㄧˊ
D-2C2E ㄔㄥˊ
D-2C31 ㄧㄢ
D-2C32 ㄒㄧㄡ
D-2C33 ㄌㄧㄢˋ
D-2C34 ㄓㄨㄟˋ
D-2C35 ㄧˋ
D-2C38 ㄏㄨㄤˊ
D-2C39 ㄧㄢˋ
D-2C39 ㄧㄥˊ
D-2C3B ㄨㄟ
D-2C3C ㄒㄩㄢˊ
D-2C3E ㄉㄧㄢˇ
D-2C3F ㄩˋ
D-2C40 ㄒㄩˇ
D-2C41 ㄧㄢˋ
D-2C43 ㄧㄥˊ
D-2C46 ㄅㄧㄠˇ
D-2C48 ㄓㄨㄤˋ
D-2C4A ?
D-2C4B ㄓㄠˋ
D-2C4F ㄨˇ
D-2C4F ㄅㄧㄣ
D-2C52 ㄏㄨㄤˊ
D-2C54 ㄌㄧㄝˋ
D-2C55 ㄏㄨㄤˋ
D-2C56 ㄓㄡ
D-2C57 ㄇㄧㄢˇ
D-2C58 ㄖㄢˊ
D-2C5A ㄧㄢˋ
D-2C5B ㄒㄧㄡˋ
D-2C5D ㄏㄨㄢˋ
D-2C5E ㄏㄨㄥ
D-2C5E ㄑㄩㄥ
D-2C5E ㄍㄨㄢˋ
D-2C5F ㄒㄧㄤˋ
D-2C60 ㄐㄧㄝˊ
D-2C61 ㄇㄧㄠˇ
D-2C62 ?
D-2C63 ㄔㄨㄣˊ
D-2C64 ㄆㄥ
D-2C65 ㄐㄧㄢ
D-2C67 ㄙㄨㄥ
D-2C6A ㄕㄢ
D-2C6A ㄑㄧㄢˊ
D-2C6B ㄐㄩㄝˊ
D-2C6C ㄍㄨㄢˇ
D-2C6D ㄞˋ
D-2C6E ㄩㄢˊ
D-2C6F ㄎㄢˋ
D-2C70 ㄓ
D-2C71 ㄉㄨㄥˋ
D-2C72 ㄔㄨㄤ
D-2C73 ㄑㄧㄢ
D-2C74 ㄐㄩㄝˊ
D-2C76 ㄌㄧˊ
D-2C79 ㄆㄧㄠˇ
D-2C7B ?
D-2C7C ㄅㄧㄥˋ
D-2C7E ㄏㄨㄟ
D-2D22 ㄔㄨㄣ
D-2D23 ㄆㄧㄠˇ
D-2D24 ㄉㄨㄣˋ
D-2D25 ㄈㄨˋ
D-2D26 ㄇㄟˇ
D-2D27 ㄅㄧㄢˋ
D-2D29 ㄨㄟˇ
D-2D2A ㄇㄣˊ
D-2D2B ㄩㄥ
D-2D2D ㄙㄨㄥ
D-2D2E ㄏㄢˊ
D-2D30 ㄍㄥ
D-2D31 ㄒㄩˋ
D-2D31 ㄐㄩㄢ
D-2D32 ㄈㄤ
D-2D34 ㄇㄧㄥˊ
D-2D36 ㄇㄧㄥˋ
D-2D37 ㄌㄧㄤˊ
D-2D38 ㄅㄢ
D-2D39 ㄧㄠˊ
D-2D3B ㄋㄞˋ
D-2D3C ㄧㄢˊ
D-2D3D ㄩㄝˋ
D-2D3E ㄇㄨˋ
D-2D3F ㄆㄧㄥˊ
D-2D40 ㄉㄧㄢˋ
D-2D42 ㄍㄨㄢ
D-2D43 ㄧㄢˇ
D-2D44 ㄊㄠˊ
D-2D45 ㄐㄧˊ
D-2D47 ?
D-2D48 ㄌㄧㄥˊ
D-2D4A ㄊㄧㄢˇ
D-2D4B ㄔㄥˊ
D-2D4D ㄙㄜˋ
D-2D4E ㄑㄩㄥˊ
D-2D4E ㄒㄩㄢˊ
D-2D4F ㄧㄠˊ
D-2D50 ㄐㄧㄝˊ
D-2D51 ㄐㄧˊ
D-2D52 ㄒㄧㄥˋ
D-2D53 ㄒㄩㄢ
D-2D55 ㄐㄩㄣˋ
D-2D56 ㄅㄨˋ
D-2D57 ㄔㄨㄣˊ
D-2D58 ㄊㄧㄥˇ
D-2D59 ㄨㄤˇ
D-2D5A ㄌㄧㄥˊ
D-2D5B ㄐㄩㄣˋ
D-2D5D ㄧㄠˊ
D-2D5E ㄑㄧㄣˊ
D-2D5F ㄑㄧˊ
D-2D60 ㄊㄤˊ
D-2D61 ㄅㄢ
D-2D62 ㄢˋ
D-2D64 ㄔㄣ
D-2D65 ㄕㄡˋ
D-2D67 ㄓㄣ
D-2D68 ㄐㄧˊ
D-2D69 ㄘㄞˇ
D-2D6A ㄒㄧㄥ
D-2D6D ㄌㄜˋ
D-2D6D ㄌㄧㄝˋ
D-2D6E ?
D-2D70 ?
D-2D72 ㄨㄢˇ
D-2D74 ㄧˊ
D-2D7B ㄏㄠˋ
D-2D7D ㄏㄡˋ
D-2D7E ㄒㄧ
D-2E21 ㄧㄢˊ
D-2E22 ?
D-2E23 ㄧˋ
D-2E24 ㄧㄥˊ
D-2E25 ㄏㄠˋ
D-2E26 ㄒㄩˋ
D-2E27 ㄖㄨㄟˋ
D-2E28 ㄖㄨㄟˋ
D-2E2C ㄇㄨˋ
D-2E2D ㄨㄣˇ
D-2E2D ㄏㄢˊ
D-2E2F ㄏㄡˋ
D-2E32 ㄐㄧㄥ
D-2E33 ㄈㄢˊ
D-2E34 ㄑㄩ
D-2E34 ㄐㄧㄝˊ
D-2E35 ㄒㄧㄚˋ
D-2E36 ㄓㄨㄛˊ
D-2E37 ㄕㄢ
D-2E38 ㄨㄢˇ
D-2E3A ㄔㄡˊ
D-2E3B ㄐㄩㄣˋ
D-2E3C ㄕㄥ
D-2E3E ㄒㄧㄡ
D-2E3F ㄧㄢ
D-2E3F ㄧㄢˋ
D-2E40 ㄐㄩˋ
D-2E41 ㄐㄧㄥˇ
D-2E42 ㄌㄜˋ
D-2E42 ㄌㄩˋ
D-2E43 ㄆㄧˋ
D-2E43 ㄅㄧˋ
D-2E45 ㄌㄜˋ
D-2E45 ㄌㄩˋ
D-2E46 ㄅㄞˋ
D-2E46 ㄅㄟˋ
D-2E47 ㄈㄡˇ
D-2E48 ㄇㄟˇ
D-2E49 ㄓㄣ
D-2E4A ㄕㄠ
D-2E4A ㄧㄝˋ
D-2E4B ㄉㄡ
D-2E4D ㄅㄧˋ
D-2E51 ㄐㄧㄥ
D-2E51 ㄑㄧㄢˋ
D-2E52 ㄌㄨˋ
D-2E54 ㄐㄧ
D-2E57 ㄑㄩㄣˊ
D-2E58 ㄩˋ
D-2E59 ㄅㄧㄠˇ
D-2E5A ㄌㄨˋ
D-2E5B ㄐㄧㄚˊ
D-2E5C ㄊㄢ
D-2E5C ㄔㄢ
D-2E5E ㄇㄧㄢˊ
D-2E5F ㄨˇ
D-2E60 ㄅㄥ
D-2E60 ㄅㄥˇ
D-2E61 ㄓㄨㄛˊ
D-2E62 ㄕㄨㄟˋ
D-2E63 ㄨㄢˇ
D-2E64 ㄋㄜˋ
D-2E65 ㄉㄧㄢˇ
D-2E66 ㄅㄧㄥˋ
D-2E67 ㄆㄠˊ
D-2E68 ㄓㄢˋ
D-2E69 ㄉㄧㄢˋ
D-2E6A ㄘㄢˊ
D-2E6B ?
D-2E6C ㄜˋ
D-2E6D ㄢˋ
D-2E6F ㄨㄟˇ
D-2E70 ㄧㄡˋ
D-2E71 ㄔㄤˊ
D-2E73 ㄊㄧˋ
D-2E75 ㄗㄨㄥˇ
D-2E77 ㄌㄨˋ
D-2E78 ㄕㄨㄟˋ
D-2E79 ㄜˊ
D-2E7A ㄖㄣˇ
D-2E7B ㄓˋ
D-2E7D ㄌㄧˊ
D-2E7E ㄋㄧㄝ
D-2F21 ㄑㄧˊ
D-2F23 ㄌㄧˊ
D-2F24 ㄩㄝˋ
D-2F26 ㄔㄣˊ
D-2F26 ㄘㄣˊ
D-2F27 ㄗㄨ
D-2F28 ㄅㄨˋ
D-2F2A ㄧㄠˊ
D-2F2B ㄙㄨㄥ
D-2F2D ㄔㄨㄤ
D-2F2E ㄗㄞˇ
D-2F31 ㄔㄨㄤ
D-2F35 ㄨㄛˋ
D-2F35 ㄋㄟˇ
D-2F35 ㄙㄨㄟ
D-2F35 ㄊㄨㄛˇ
D-2F36 ㄐㄧㄥˋ
D-2F37 ㄐㄧㄠˇ
D-2F3A ㄆㄡ
D-2F3A ㄊㄡˇ
D-2F3A ㄆㄡˇ
D-2F3B ㄇㄧㄢˇ
D-2F3C ㄈㄨˊ
D-2F3D ㄧ
D-2F3F ㄏㄨㄟˊ
D-2F41 ㄓㄨˊ
D-2F43 ㄒㄧㄠˇ
D-2F44 ㄇㄧㄥˊ
D-2F44 ㄌㄨㄛˋ
D-2F46 ㄋㄚˋ
D-2F46 ㄖㄨㄛˋ
D-2F49 ㄨ
D-2F49 ㄩ
D-2F4A ㄓㄨˋ
D-2F4F ㄆㄞˋ
D-2F50 ㄅㄞˊ
D-2F50 ㄕㄡˇ
D-2F51 ㄐㄧㄢˇ
D-2F52 ㄏㄨㄚˊ
D-2F53 ㄔㄚˊ
D-2F54 ㄈㄢˊ
D-2F57 ㄑㄩㄥˊ
D-2F58 ㄢ
D-2F59 ㄐㄧˊ
D-2F5A ㄩㄝˋ
D-2F5C ㄌㄧㄥˊ
D-2F5D ㄓㄨㄤ
D-2F5E ㄎㄨㄚ
D-2F5F ㄕㄨˋ
D-2F60 ㄧㄢ
D-2F60 ㄎㄨㄣˇ
D-2F61 ㄒㄧㄢˋ
D-2F63 ㄒㄧㄢˋ
D-2F64 ㄍㄜˋ
D-2F67 ㄘㄞˇ
D-2F69 ㄌㄧㄤˊ
D-2F6C ㄌㄧㄤˊ
D-2F6F ㄖㄨㄥˊ
D-2F71 ㄒㄧㄢˋ
D-2F74 ㄙㄨㄛˇ
D-2F76 ㄔㄥˊ
D-2F76 ㄖㄨㄥˊ
D-2F78 ㄙ
D-2F79 ㄧㄠˋ
D-2F7A ㄑㄩ
D-2F7B ㄙ
D-2F7C ㄧ
D-2F7D ㄓㄨˋ
D-2F7E ㄏㄨㄟˇ
D-2F7E ㄔㄨㄥˊ
D-3021 ㄈㄥˊ
D-3022 ㄗˋ
D-3023 ㄒㄧㄡ
D-3024 ㄍㄨㄥˋ
D-3025 ㄏㄡˋ
D-3026 ㄋㄚˋ
D-3026 ㄖㄡˋ
D-302B ㄅㄛ
D-302C ㄒㄧ
D-302D ㄑㄩㄝ
D-302E ㄓˋ
D-302F ㄑㄩㄣˊ
D-3030 ㄧㄤˇ
D-3031 ㄧㄤˊ
D-3032 ㄘˋ
D-3033 ㄖㄨㄥˊ
D-3034 ㄐㄧㄝˊ
D-3035 ㄓㄨˋ
D-3035 ㄓㄠˊ
D-3036 ㄧˋ
D-3037 ㄒㄧㄤˊ
D-3038 ㄒㄧㄤˊ
D-3039 ㄘㄨㄟˋ
D-303A ㄒㄩˇ
D-303B ㄦˊ
D-303C ㄇㄛˋ
D-303C ㄧㄢˋ
D-303D ㄑㄩ
D-3040 ㄒㄩ
D-3041 ㄉㄧㄝˊ
D-3042 ㄒㄩ
D-3043 ㄑㄩㄢˊ
D-3044 ㄩㄣˋ
D-3045 ㄌㄧㄢˊ
D-3046 ㄓˋ
D-3046 ㄉㄧㄝˊ
D-3047 ㄎㄨㄞˋ
D-3048 ㄒㄧㄤˋ
D-3049 ㄌㄧㄢˊ
D-304A ㄌㄧㄢˊ
D-304C ㄇㄧˊ
D-304F ㄐㄧㄠˇ
D-3051 ㄈㄤ
D-3054 ㄉㄧㄥˋ
D-3055 ㄕㄨˊ
D-3055 ㄐㄧㄠ
D-3059 ㄍㄠ
D-305A ㄊㄨㄣˊ
D-305B ㄧㄠ
D-305C ㄆㄛˋ
D-305D ㄐㄧˋ
D-305F ㄐㄧ
D-3065 ㄉㄨㄛˋ
D-3067 ㄈㄤˇ
D-3068 ㄧㄤˇ
D-3069 ㄈㄤˋ
D-306B ㄘㄨㄥ
D-3071 ㄅㄛˊ
D-3072 ㄜˋ
D-3073 ㄏㄨㄛˋ
D-3074 ㄊㄠˊ
D-3074 ㄕㄨˇ
D-3076 ㄧㄣ
D-3077 ㄜˋ
D-3078 ㄕㄣ
D-3079 ㄌㄧㄥˊ
D-307A ㄑㄧㄤ
D-307D ㄆㄧㄥˊ
D-3121 ㄇㄛˋ
D-3122 ㄌㄧˋ
D-3122 ㄖㄨㄢˇ
D-3125 ㄏㄨㄚˊ
D-3126 ㄐㄧㄥ
D-3127 ㄏㄤˊ
D-3128 ㄨㄛˋ
D-3129 ㄘㄨㄟ
D-3129 ㄙㄨㄛ
D-3129 ㄒㄧㄣ
D-3129 ㄕㄨㄞ
D-312A ㄏㄨㄚˊ
D-312B ㄑㄧㄢ
D-312C ㄨㄣˊ
D-312C ㄇㄧㄣˊ
D-312D ㄩㄣˊ
D-312E ㄉㄧˊ
D-3131 ㄆㄧㄥˊ
D-3133 ㄐㄩ
D-3134 ㄓㄡˋ
D-3135 ㄧㄠˇ
D-3136 ㄑㄩˊ
D-3137 ㄈㄣ
D-3138 ㄇㄟˊ
D-313B ㄑㄩㄢˊ
D-313D ㄒㄩㄢ
D-313F ㄓㄨㄥ
D-3141 ㄅㄧㄠˇ
D-3142 ㄌㄧㄥˊ
D-3143 ㄧㄣˋ
D-3146 ㄧㄡˊ
D-3147 ㄒㄧㄥˋ
D-3149 ㄑㄧㄣˊ
D-314A ㄏㄢˊ
D-314C ㄑㄧ
D-3151 ㄆㄛ
D-3152 ㄒㄧㄤˋ
D-3153 ㄉㄚˊ
D-3154 ㄐㄧㄚ
D-3154 ㄑㄧㄝˊ
D-3155 ㄆㄟˋ
D-3156 ㄐㄧㄢˋ
D-3157 ㄊㄧㄢˊ
D-315B ㄏㄨㄤˊ
D-315C ㄏㄨㄟˋ
D-315F ㄆㄚ
D-3160 ㄓㄨㄥ
D-3161 ㄒㄧㄠ
D-3164 ㄊㄧㄥˊ
D-3165 ㄏㄢˋ
D-3167 ㄦˇ
D-3167 ㄋㄧㄝˊ
D-3168 ㄓㄜˋ
D-3169 ㄈㄤ
D-316B ㄒㄩㄢ
D-316C ㄌㄧㄢˊ
D-3170 ㄐㄧˋ
D-3171 ㄊㄠˊ
D-3175 ㄖㄨㄥˇ
D-3176 ㄆㄟˋ
D-3177 ㄒㄧㄣ
D-3177 ㄒㄧㄣˋ
D-3179 ㄐㄧˋ
D-317B ㄘㄨㄛˊ
D-317C ㄧ
D-317E ㄑㄩ
D-317E ㄐㄩ
D-3222 ㄩㄝ
D-3224 ㄏㄜˋ
D-3226 ㄇㄧㄥˊ
D-3227 ㄩˋ
D-3227 ㄒㄩ
D-3228 ㄖㄣˊ
D-3228 ㄖㄣˋ
D-3229 ㄙ
D-3229 ㄇㄧˋ
D-322A ㄔㄥ
D-322B ㄕㄚ
D-322B ㄕㄞˋ
D-322B ㄕㄚˋ
D-322C ㄩㄢ
D-322F ㄓㄨㄥˋ
D-3232 ㄩˊ
D-3232 ㄧㄚˊ
D-3235 ㄕㄤ
D-3235 ㄔㄤˊ
D-3236 ㄑㄧㄡˊ
D-3239 ㄩˋ
D-323F ㄅㄠˇ
D-3240 ㄧˋ
D-3241 ㄌㄨˋ
D-3241 ㄐㄩㄝˊ
D-3241 ㄐㄧㄠˇ
D-3243 ㄩˋ
D-3244 ㄉㄠˇ
D-3245 ㄘㄣˊ
D-3249 ㄓㄣ
D-324B ㄎㄨㄤˋ
D-324C ㄓㄢ
D-324F ㄨㄟˋ
D-3250 ㄐㄧㄝˇ
D-3250 ㄐㄧㄝˋ
D-3250 ㄒㄧㄝˋ
D-3252 ㄍㄨˇ
D-3256 ㄆㄧ
D-3257 ㄗㄨㄛˇ
D-3259 ㄉㄨㄥ
D-325A ㄎㄨㄚ
D-325B ㄓㄠˋ
D-325C ㄧ
D-325C ㄧˋ
D-325C ㄒㄧˋ
D-325D ㄕˋ
D-325E ㄕˋ
D-325F ㄑㄩㄢˊ
D-3261 ㄕㄥ
D-3262 ㄏㄨㄥˊ
D-3263 ㄩˋ
D-3264 ㄐㄩ
D-3264 ㄉㄢˋ
D-3264 ㄑㄧㄝˇ
D-3265 ㄅㄠ
D-3268 ㄖㄨㄟˊ
D-326B ㄕㄥ
D-326B ㄒㄧㄥ
D-326C ㄉㄧㄠ
D-326E ㄊㄢ
D-326F ㄌㄞˋ
D-3270 ㄑㄧㄡ
D-3271 ㄧㄤˇ
D-3272 ㄦˋ
D-3273 ㄏㄨㄛˋ
D-3274 ㄇㄡˋ
D-3274 ㄇㄠˋ
D-3277 ㄊㄢ
D-3278 ㄌㄞˋ
D-327A ㄏㄨㄛˋ
D-327B ㄏㄜˋ
D-327C ㄔㄣˋ
D-327D ㄔㄣˋ
D-3321 ㄩㄝˋ
D-3322 ㄕˋ
D-3322 ㄑㄧˊ
D-3326 ㄙ
D-3327 ㄩˋ
D-3328 ㄊㄧㄝ
D-3328 ㄉㄧㄝˊ
D-332A ㄐㄩㄝˊ
D-332D ㄅㄚˊ
D-332E ㄓˊ
D-332E ㄓㄜˋ
D-332F ㄍㄨㄥ
D-3330 ㄐㄩˊ
D-3331 ㄍㄢ
D-3333 ㄐㄧㄚ
D-3339 ㄗㄨㄥ
D-333A ㄐㄧㄣ
D-333B ㄓㄥ
D-333C ?
D-333D ㄈㄣ
D-333E ㄏㄨㄤˊ
D-3341 ㄧˋ
D-3342 ㄉㄚˊ
D-3343 ㄜˋ
D-3345 ㄗㄡˇ
D-3346 ?
D-3347 ㄊㄨˊ
D-3349 ㄧㄚˋ
D-334A ㄓㄨˊ
D-334B ㄨㄤˋ
D-334B ㄍㄨㄤˇ
D-334D ㄑㄧㄣˊ
D-334E ㄧˋ
D-334F ㄎㄨㄟˊ
D-3351 ㄆㄥˊ
D-3353 ㄉㄜˊ
D-3354 ㄒㄩㄢˇ
D-3355 ㄎㄨㄞ
D-3355 ㄍㄨㄚˇ
D-3356 ㄉㄨ
D-3356 ㄉㄡ
D-3357 ㄉㄧㄢˋ
D-3359 ㄜˋ
D-335A ㄇㄟˇ
D-335B ㄩㄣˊ
D-335D ㄍㄨㄛ
D-335E ㄒㄧㄤ
D-335F ㄅㄧˇ
D-3360 ㄍㄨㄛ
D-3362 ?
D-3364 ㄅㄨˋ
D-3366 ㄇㄟˊ
D-3368 ㄧㄤ
D-336A ㄉㄞˋ
D-336C ㄅㄚˊ
D-336F ㄐㄩㄣ
D-3370 ㄑㄧㄣˊ
D-3373 ㄨˋ
D-3375 ㄊㄞˋ
D-3377 ㄇㄠˊ
D-3379 ㄐㄧㄝˋ
D-337A ㄉㄢ
D-337C ㄧㄣˇ
D-337E ㄙㄢˇ
D-3421 ㄧㄣˊ
D-3423 ㄈㄢˋ
D-3424 ㄕㄥ
D-3426 ㄧㄠˊ
D-3426 ㄒㄧㄠˊ
D-3429 ㄍㄡ
D-342B ㄇㄧㄣˇ
D-342D ㄑㄩㄢˇ
D-342E ㄧㄡˊ
D-342F ㄓㄨㄥ
D-342F ㄓㄨㄥˋ
D-3432 ㄏㄨㄚ
D-3432 ㄏㄨㄚˋ
D-3433 ㄨㄟˇ
D-3434 ㄏㄨㄣˊ
D-3435 ㄒㄧˋ
D-3435 ㄐㄧˋ
D-3436 ㄍㄨㄛ
D-3437 ㄩˊ
D-3438 ㄉㄧㄝˊ
D-3439 ㄊㄠˊ
D-343B ㄌㄧㄤˋ
D-343D ㄒㄧㄥ
D-343E ㄨㄣ
D-343F ㄍㄜˊ
D-3442 ㄘˋ
D-3442 ㄌㄚˋ
D-3442 ㄌㄚˊ
D-3444 ㄗㄠˇ
D-3445 ㄒㄩㄢ
D-3446 ㄑㄩㄢˊ
D-3447 ㄍㄜˊ
D-3448 ㄒㄧˋ
D-3449 ㄩㄢˋ
D-344A ㄕㄥ
D-344C ㄉㄧˋ
D-344D ㄖㄥˊ
D-344E ㄩㄣˇ
D-344F ㄞˋ
D-344F ㄜˋ
D-344F ㄧㄝˋ
D-3450 ㄨㄣˊ
D-3450 ㄌㄧˊ
D-3452 ㄕㄨㄤ
D-3452 ㄕㄨㄤˋ
D-3453 ㄨㄣˊ
D-3454 ㄒㄧㄠ
D-3455 ㄒㄩ
D-3457 ㄨˋ
D-3457 ㄇㄥˊ
D-3459 ㄅㄚ
D-345A ㄑㄧㄥ
D-345A ㄐㄧㄥ
D-345B ㄆㄧˊ
D-345D ㄈㄟ
D-345F ㄏㄢ
D-3460 ㄦˋ
D-3461 ㄩㄣˊ
D-3462 ㄊㄧㄝˋ
D-3463 ㄕㄜˋ
D-3463 ㄉㄡˋ
D-3467 ㄉㄠ
D-3468 ㄧˋ
D-3469 ㄊㄡˇ
D-346F ㄉㄨˇ
D-346F ㄑㄧˋ
D-3470 ㄆㄧ
D-3472 ㄍㄨㄢˇ
D-3473 ㄓㄨ
D-347A ㄕㄨˇ
D-347B ㄍㄨㄟ
D-347D ㄒㄧㄤˋ
D-3521 ㄕㄡˋ
D-3522 ㄉㄢˇ
D-3524 ㄇㄧㄥˊ
D-3525 ㄉㄢˇ
D-352A ㄌㄧㄢˊ
D-352D ㄧˋ
D-352F ㄍㄨㄛ
D-3531 ㄐㄩㄢˋ
D-3531 ㄐㄩㄣˋ
D-3532 ㄑㄧˇ
D-3534 ㄨㄤˋ
D-3535 ㄔㄤˊ
D-3537 ㄌㄧˊ
D-3539 ㄨㄟˇ
D-353A ㄐㄧˋ
D-353B ㄐㄩㄝˊ
D-353C ㄓㄚˇ
D-353D ㄧㄥˊ
D-353E ㄅㄠˇ
D-3541 ㄅㄠˇ
D-3542 ㄏㄜˊ
D-3542 ㄏㄜˋ
D-3545 ㄒㄩㄢ
D-3546 ㄓㄤ
D-3548 ㄑㄧㄥ
D-3549 ㄙㄨㄟ
D-354A ㄗㄞˋ
D-354A ㄗㄞˇ
D-354B ㄏㄨㄛˋ
D-354C ㄔㄨˊ
D-354E ㄓㄨˋ
D-3551 ㄍㄨㄛˊ
D-3553 ㄇㄛˋ
D-3553 ㄇㄨˋ
D-3556 ㄑㄧㄥ
D-3559 ㄅㄨˋ
D-355D ㄅㄧㄥˇ
D-355E ㄘㄨㄟˋ
D-3561 ㄔㄨㄢˊ
D-3563 ㄉㄡ
D-3564 ㄉㄧˋ
D-3566 ㄆㄛˋ
D-3566 ㄊㄨㄛˋ
D-3567 ㄎㄞˇ
D-3569 ㄌㄧㄥˋ
D-356A ㄓㄢ
D-356A ㄓㄢˋ
D-356B ㄕㄤ
D-356C ㄍㄨㄥ
D-356D ㄈㄢˊ
D-356F ㄔㄨㄤ
D-356F ㄔㄨㄤˋ
D-3570 ㄌㄧㄥˋ
D-3575 ㄩㄥˊ
D-3576 ㄓㄤ
D-3578 ㄎㄨㄢˇ
D-3579 ㄎㄜˇ
D-357A ㄊㄚˋ
D-357B ㄩㄥˇ
D-357C ㄕㄨˋ
D-357D ㄌㄧㄥˊ
D-357E ㄇㄢˇ
D-3621 ㄉㄡ
D-3627 ㄏㄠˊ
D-362D ㄉㄡ
D-362F ㄉㄡ
D-3633 ㄐㄩㄢˋ
D-3634 ㄈㄣ
D-3634 ㄈㄣˋ
D-3635 ㄈㄟ
D-3635 ㄈㄟˋ
D-3637 ㄏㄨㄚˋ
D-3639 ㄊㄧˋ
D-363A ㄕˋ
D-363B ㄗˋ
D-363E ㄩㄢˊ
D-363F ㄒㄩㄣ
D-3645 ㄡ
D-3647 ㄅㄛˊ
D-3649 ㄍㄨ
D-364A ㄇㄢˊ
D-364B ㄍㄨ
D-364C ㄐㄧㄠˋ
D-3652 ㄧㄢˋ
D-3653 ㄅㄨˋ
D-3654 ㄎㄨㄛˋ
D-3655 ㄐㄧㄥ
D-3656 ㄏㄨㄟˋ
D-3658 ㄧㄢˋ
D-365A ㄍㄨㄤˇ
D-365C ㄍㄨㄟ
D-365C ㄎㄨㄟˋ
D-3661 ㄈㄨˊ
D-3662 ㄕㄨˊ
D-3663 ㄍㄢ
D-3663 ㄑㄧㄢˊ
D-3665 ㄌㄨㄣˊ
D-3667 ㄨㄟˊ
D-3669 ㄔㄣ
D-3669 ㄊㄧㄢˊ
D-366D ㄕˋ
D-366D ㄗㄨㄛˋ
D-366F ㄘㄞˊ
D-3672 ㄏㄨㄢˋ
D-3674 ㄏㄡˊ
D-3675 ㄇㄧㄥˊ
D-3676 ㄔㄨㄣˊ
D-3677 ㄞ
D-3678 ㄑㄧㄢ
D-367A ㄘㄞˊ
D-367B ㄐㄧㄝ
D-367E ?
D-3724 ㄏㄨㄢˋ
D-3726 ㄐㄧˊ
D-3726 ㄐㄧˇ
D-3727 ㄢˊ
D-3729 ㄕㄡˋ
D-372B ㄔㄣ
D-372B ㄊㄧㄢˊ
D-372C ㄓㄣ
D-372C ㄔㄨㄣˊ
D-372D ㄩㄢˊ
D-372F ㄕㄡˋ
D-3731 ㄌㄠˊ
D-3733 ㄓˊ
D-3734 ㄔ
D-3736 ㄐㄧ
D-3736 ㄐㄧˇ
D-3737 ㄑㄧˋ
D-3738 ㄒㄩˇ
D-373A ㄒㄧ
D-373B ㄏㄠˋ
D-373C ㄒㄧㄤˋ
D-373D ㄎㄨㄚˋ
D-3740 ㄙㄤ
D-3740 ㄙㄤˋ
D-3744 ㄩㄢˊ
D-3746 ㄇㄛˋ
D-3747 ㄈㄥ
D-3747 ㄅㄥˋ
D-3749 ㄕㄢ
D-3749 ㄕㄢˋ
D-374A ㄙㄤ
D-374B ㄕㄥˋ
D-374B ㄔㄥˊ
D-374C ㄘㄠˇ
D-374C ㄗㄠˋ
D-374E ㄓㄨㄟˋ
D-3751 ㄕㄥˋ
D-3752 ㄕㄨˋ
D-3753 ㄨㄣ
D-3754 ㄘㄤ
D-3755 ㄑㄧㄤˊ
D-3756 ㄧㄢˊ
